,Code,Year,Deaths - Self-harm - Sex: Both - Age: Age-standardized (Rate),Prevalence - Substance use disorders - Sex: Both - Age: Age-standardized (Percent),$1.90 per day - share of population below poverty line,Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: Age-standardized (Percent),Human rights protection,GDP per capita (constant 2010 US$)
47,GAB,2012,14.259090849494008,1.61237530184102,5.626386,8.34978849595702,1.00411637846358,9258.90843149412
48,GMB,2012,8.806399015619355,0.8436761841532201,22.4689,15.02389457161963,-0.0898583042375936,783.262992377178
49,GEO,2012,6.531322415678026,2.6732147153754,8.464172,10.76408812127884,0.577975684199243,3751.00347121289
50,DEU,2012,9.606225663843151,3.22294247513472,0.0,4.06188403228195,3.01692197937606,44070.9085651782
51,GHA,2012,10.701052126805422,1.01934082726935,12.16925,13.37501926022163,0.352221921614072,1543.76368731207
52,GRC,2012,3.598069279575393,2.4457953516465,1.469778,6.54037335431091,1.06800140967842,22437.2204706296
53,GTM,2012,6.104574453565595,3.94651876954776,9.813117,11.71174764023092,0.495934068366364,2951.61147194396
54,GIN,2012,11.661805259297209,0.74158888599927,36.09346,15.78071076273175,-0.136597076281183,719.697981785079
55,GNB,2012,16.321600035718596,0.81623308218138,68.07229,16.257146854660782,0.658472533063196,562.534199011441
56,GUY,2012,37.70294663533405,2.65813375523468,7.592472,7.92494915058099,1.04829100157906,5044.87384047201
57,HTI,2012,9.91970530395031,2.1688459785183403,24.48897,15.99859409893287,0.358312563368012,1214.30482341773
58,HND,2012,3.488285115514686,2.86996328452814,20.06374,11.84180838051288,-0.0807883835481605,1982.00950846405
59,HUN,2012,16.876732293153726,3.11217589091273,0.3058152,7.78441774331919,1.56827114655815,13367.9931241148
60,ISL,2012,9.663468050330431,3.20163591832937,0.03355582,1.2035999405432298,5.13785067427502,44132.3166633736
61,IND,2012,15.868429525802512,1.72250044098223,21.68239,18.12467350549587,-1.23931686414814,1469.180566354
62,IDN,2012,3.216741310990632,0.92536391136871,9.470777,12.05969924782874,-0.248388795923846,3421.28314594111
63,IRN,2012,5.468097620908263,1.07681828470349,0.3681091999999999,11.10187805954941,-1.16018626631433,6122.43054988181
64,IRQ,2012,6.004676476143713,0.8017249339382699,1.651316,15.691670653403488,-1.25136378501425,5322.38513963386
65,IRL,2012,10.3949248111505,4.86509466631673,0.2471737999999999,2.45164682285958,2.67882912937061,48633.5376809672
66,ISR,2012,6.170123923966821,1.7493750675673998,0.4891973,6.19217020719139,-1.1419704877817,31701.8353645015
67,ITA,2012,5.299950152077344,2.77704585014886,1.171693,5.13480225426586,1.28845518129437,35019.4718880864
68,JAM,2012,2.688917001909396,2.18134925917006,1.891137,6.24879523515105,-0.33052249108708,4703.09302498548
69,JPN,2012,17.175000745584512,1.44136257868618,0.4852585999999999,2.78954978991936,2.15338890224216,45276.8743353985
70,JOR,2012,2.533664865556643,0.83095686682057,0.1041224999999999,10.91538170543191,-0.135146053252501,3529.52484057875
71,KAZ,2012,29.862615641640463,4.64488142390645,0.02514636,8.71731096831052,-0.143005405973065,9923.42161744024
72,KEN,2012,11.89694926456949,1.03782915761726,39.70151,11.17871997054041,-0.750706973197184,1000.82788516793
73,KIR,2012,28.003134910634248,1.24944815715741,14.11405,14.088277601921432,4.27733999138267,1561.56178362321
74,KGZ,2012,11.91884874642992,3.6952082805919098,2.482169,14.04319095718837,-0.257980176384929,905.165668147783
75,LAO,2012,7.0239103630133695,1.31363461501857,14.58434,19.11446802268672,1.06979515747544,1290.83834909626
76,LVA,2012,17.725111977992967,3.52024951301266,1.031883,6.292631006464269,1.6902428042518,13023.7083467423
77,LBN,2012,3.426762397803641,1.11759932579567,0.0,10.79770150151998,-0.0084355348603602,7180.4315464703
78,LSO,2012,45.43131716157286,2.76015319816318,34.867470000000004,9.46736294376402,1.04459681728572,1233.72777167439
79,LBR,2012,10.061725919340336,0.88678589424546,47.320170000000005,14.12545423915132,0.876419412439842,564.520434719613
80,LTU,2012,31.54366976147696,2.9741875986511,0.9477926,4.93136896382583,1.87395276541494,13683.8585107703
81,LUX,2012,9.266587362923556,3.79615905209869,0.04361895,3.3382427786687296,5.33293962700989,102404.612086023
82,MDG,2012,10.425881331232045,1.65012243488958,78.84057,17.18762227673756,-0.4304809079155,467.435789903935
83,MWI,2012,12.797777886804925,1.7999604917720802,71.80288,12.35013804697997,0.465071514525527,482.923624373842
84,MYS,2012,5.354311150685393,1.10108660433119,0.05948959,6.70746726560403,0.459606184585119,9743.0947412817
85,MDV,2012,3.659549152319122,1.17201098396444,0.1920943,6.68936519754966,1.29263985013771,7251.78580394458
86,MLI,2012,7.88307166210325,0.7116214004961701,52.38192,13.79272143549503,-0.922458318680057,684.646961737271
87,MLT,2012,4.5556097263903785,2.83912214248488,0.1177221,5.45764068868852,2.66639300400414,22503.1320022588
88,MRT,2012,6.902071123962068,0.7906739466602299,7.957925,14.551700189775191,0.490125119573602,1652.71372425405
89,MUS,2012,8.429890642268338,1.90516734519195,0.5545372,5.85635009062353,1.27045756196711,8580.08564924831
90,MEX,2012,5.436681587139951,1.95423044593156,3.839893,7.34039077420598,-1.12136202692824,9690.86898189802
91,MDA,2012,14.5709552717128,2.69189972223904,0.3398075,7.80952964610954,0.531677064073275,2565.95767279263
92,MNG,2012,19.22306579980604,4.66002278010786,0.3525312,13.723577410689131,0.96783525770826,3353.09479376388
93,MNE,2012,15.147368319594742,2.59335906484054,1.264296,11.76370972129527,1.54893753877839,6703.65760332829
94,MAR,2012,8.430045920391239,0.89311125749485,1.101569,11.87070458009847,0.0864099946210427,2995.45235738661
95,MOZ,2012,16.87801229869358,1.91726315895582,65.46452000000001,12.05755588217506,-0.0460080009142267,514.592024400883
96,MMR,2012,4.224536381092724,1.28340323795801,9.704165,18.86816512288691,-1.81205866447144,1135.6474350688
97,NAM,2012,13.506332754382122,2.86523630404932,17.55797,10.37656446439554,1.20059258092329,5750.66147101539
98,NRU,2012,25.68389198595071,1.48163807675336,3.192498,2.81139710347161,2.84635724359352,5748.47449477905
99,NPL,2012,13.200937880773312,1.55943972924672,8.456313999999999,23.73309094290688,-0.129228707200857,640.435685009658
100,NLD,2012,9.294960385238536,2.64455983298418,0.07584219,3.95731307616806,3.59472734909193,50780.7030036219
101,NIC,2012,6.494547827967844,3.2028278639024297,5.091175,11.2590420526136,0.286940580807327,1657.65041620035
102,NER,2012,8.845591917090207,0.7429857843482199,46.90577,16.801206905761028,0.37531457996937,499.23825943665
103,NGA,2012,8.459607020918515,0.77119499413544,45.52795,12.73969586326027,-1.91452276868463,2372.46136906097
104,MKD,2012,8.122747551298204,2.2612525244637203,6.912792,14.34070344230969,1.0205357785031,4622.63053860108
105,NOR,2012,9.86177503549987,2.65177006844911,0.1173068,1.65471383745195,4.19473165443333,88604.5746477835
106,PAK,2012,9.000346289212336,1.9162515037547696,7.086391000000001,17.492465808464218,-1.52517092032833,1006.08054088811
107,PAN,2012,5.357943202743929,2.27515013537539,4.122859,5.39318628114805,1.47739322188856,9541.0012297732
108,PNG,2012,3.732181471489053,1.43005206466553,36.57158,20.59155228536945,0.568289871203012,1976.09852386932
109,PRY,2012,5.603535169750178,3.26812157334178,3.174785,8.67318626948967,0.663950171117627,4392.14041464789
110,PER,2012,3.369945787360922,1.83855678054309,4.8106230000000005,8.59618976802879,0.224587141973579,5642.57773269561
111,PHL,2012,4.04115979023404,1.30887039543096,11.82541,14.817107601428267,-1.2127615317995,2379.66627041272
112,POL,2012,15.996909828188167,4.01851861251007,0.0191032,8.60239735690898,1.82998358500473,13380.9866049611
113,PRT,2012,9.324606202603078,4.03784778633227,0.6554299,2.6056427795376003,1.55047857301072,21337.2861303231
114,ROU,2012,9.903857081030406,2.5267196391108,0.0,7.4842113362813505,1.08386287495159,8621.87296118849
115,RUS,2012,27.4752515684442,4.48494555113642,0.03408303,5.61241840799033,-1.15626154787927,11553.5764196495
116,RWA,2012,9.680595189113106,3.5395426437529096,60.53842,14.89093892615416,0.0076053710190026,680.538100467947
117,LCA,2012,6.422423858690406,3.03035173318715,8.921446000000001,5.73052809974723,1.16286339225827,8859.96838270971
118,WSM,2012,13.694605703825442,1.64143991939489,1.062384,15.25598702083939,2.58246148516757,3504.12454225867
119,STP,2012,2.392817845078512,0.87176090694398,35.98357,16.26412120624748,3.52933536800455,1123.9860072743
120,SEN,2012,12.158454983560938,0.78140338450785,37.93806,14.23420886121095,0.413586312166764,1267.74699610972
121,SRB,2012,14.30307641546185,2.53605113092019,5.340191,12.07755518997804,1.43958224419907,5886.89461767324
122,SYC,2012,7.129026381939705,1.71198050530159,1.236059,4.28158927131599,2.00233872987948,11999.9538480947
123,SLE,2012,10.296173333053035,0.8304161791524999,41.43105,15.28856990170244,0.677123927839211,470.301054308203
124,SVK,2012,11.43998226985739,3.08794483296574,0.3130284,7.22955781081959,2.01898098356257,17502.0642069709
125,SVN,2012,15.75780380326582,3.41011186605642,0.02625445,4.9739928609511,3.26146050896363,22989.9297131691
126,SLB,2012,25.77959813163564,1.37871958615642,26.89311,22.81138324419941,3.97032180090899,1663.97021272438
127,ZAF,2012,14.40625368001027,3.16364607925622,16.94013,6.732883484338931,-0.570691023915515,7500.23214267026
128,KOR,2012,24.64455825553201,4.021531139365099,0.2492806,6.422691976431059,1.75664297401797,24197.9413704675
129,SSD,2012,8.934251824084907,1.69617925434994,69.31872999999999,13.28257893821426,-1.75394572683752,742.342375251234
130,ESP,2012,5.901969467991411,3.3282330780537204,0.9489588,3.1815513093584604,1.82733811764198,29235.8286869685
131,LKA,2012,19.62563448245546,1.4901805664747,2.119701,11.83900970335307,-1.15001546074446,3286.0075942939
132,SDN,2012,6.31977785183218,0.7197175002566101,11.63736,16.864776049044462,-1.74959155873337,1825.57805916639
133,SUR,2012,24.20852109792458,2.38017322069499,17.822969999999994,7.71227825014773,1.47883493247486,8772.92880378442
134,SWE,2012,11.915672234619722,3.6223447395722697,0.4570020999999999,1.36886339479301,2.88204119772129,53432.6448453224
135,CHE,2012,10.8915599541751,4.18219528939067,0.008965495,3.2303123267799,2.40318253433551,77844.1877874538
136,TJK,2012,5.454073179121955,2.86988615092191,4.0536460000000005,16.83457003662697,0.0644233367220361,827.214132264994
137,TZA,2012,10.331677640549964,1.8147592782808304,49.6492,12.97149309118273,0.25533086451937,788.429901780367
138,THA,2012,8.622560986200531,2.00633218980282,0.05606,9.18827886965415,-0.765141854829823,5437.87672887032
139,TLS,2012,5.327890811211018,1.23859312585362,30.24432,17.34681852927324,1.14745720863553,873.078966166126
140,TGO,2012,12.800158420105248,0.77890737161483,54.01998999999999,14.2366720890182,0.705758459950487,573.923988738926
141,TON,2012,5.122388223984104,1.46379813122018,1.043625,9.43739775940827,2.44126520332667,3845.56069364644
142,TTO,2012,9.820116890293368,2.42904360372591,0.2310125,6.81896866774606,0.954589856954269,16636.7209437698
143,TUN,2012,3.5082956784225496,0.8383670055482999,1.422324,11.34807278508641,0.26117914095834,4146.09580085071
144,TUR,2012,2.8367464077943665,0.84507697451871,0.09306085,10.41972187934345,-0.608028966288073,12128.2962831199
145,TKM,2012,8.912114788314723,3.4312244841540696,5.235818,11.23574724650724,-0.19486520000763,5462.91106767891
146,TUV,2012,16.87753544465698,1.46462784835047,2.713015,4.37255337068852,4.37316428321991,3062.44829207465
147,UGA,2012,11.703101596494673,1.27142948684132,36.427690000000005,12.621933576172232,-0.470406349452659,872.95339131927
148,UKR,2012,18.73519388143995,3.39691001795626,0.0,7.92127012958784,-0.303336149430915,3153.7354536996
149,ARE,2012,5.666374677459196,1.35574370711564,0.0,13.13129670067168,0.95423789298133,35416.8840359827
150,GBR,2012,7.079234496101639,5.32366897304702,0.1689175,3.03645282391331,2.38867092032,40018.49081534
151,USA,2012,11.883801014501216,5.57147604928739,0.9984797,2.65637558753468,0.396159035932195,49595.8777235423
152,URY,2012,17.386614808873162,3.10139354007421,0.1510502,2.59278898856741,2.78058297898138,12981.1362695489
153,UZB,2012,11.193314998414412,2.42600103048005,23.2549,14.978034980834687,-0.27113974652816,1814.46719583905
154,VUT,2012,20.070309355641964,1.3592097008902,13.07154,19.09297333061865,2.21545474087591,2800.53033140393
155,VEN,2012,7.694245726894135,2.06170345018114,5.352436,6.9112813987143005,-0.669714755301181,14735.9075572168
156,VNM,2012,8.05419671123982,1.79518163487492,2.728185,13.82256398360118,-0.0783070340585661,1443.50163250552
157,YEM,2012,5.8755116853989415,0.6916931030140799,17.11027,15.54646674960534,-1.29920672010913,1128.68636518545
158,ZMB,2012,15.218264041596017,1.85482667622699,61.38289999999999,11.20441260648314,-0.0909249424498258,1591.31658681201
159,ZWE,2012,24.749448629340662,2.32288888440704,19.2808,10.45509058719928,-0.784459281480083,1223.20175286955
